review,name,location,stars
"
Seasonal holiday cajun turkey = 2 stars!

KFC's cajun deep fried turkey is overrated and overpriced (must prepay: $59.99 alone, or $79.99 with mashed potato, gravy, cole slaw, and biscuits). Worth only 2 stars, because the breast meat was dry, only the dark meat was still moist. And the ""cajun"" spices smelled like chemicals.

Their method of deep frying did nothing to improve it over well made standard roasted turkey. I don't know how this store managed to overcook the deep fried turkey. Maybe the turkey wasn't brined beforehand, Either they cooked it for too long, or it was fried a second time to serve it warm. For the price, I expect to get perfectly cooked turkey, not an overcooked one.

I recommend going to an Asian supermarket to buy a cheaper standard roasted turkey instead (for example: Pacific Supermarket for $36.88, or 99 Ranch Market for $45.88, which includes gravy and a side dish). Not as good as my uncle's homemade roasted turkey (better than KFC), but you'll be saving some money.

No complaints about their regular KFC and Taco Bell fast food menu = worth 3 stars.
Although this location doesn't have a drive thru, it's one of the most popular KFC stores in SF (other than the 6th Ave store), and service is usually quick and pleasant (4 stars). Also has 2 large wall mounted LCD TV screens playing sports.

Unrelated odd KFC trivia note: In Japan, KFC fried chicken has become a Xmas holiday dinner tradition because Colonel Sanders looks like Santa Claus.
","Luis C.
","San Francisco, CA
",2
"I liked how the place was renovated; but me and my friend experienced stomach pain after we ate during after school. I ended throwing up twice the same day; this the first time I experienced that I threw up with their food because it doesn't used to be like that.
","EJ D.
","Outer Mission, San Francisco, CA
",3
"
I haven't had many problems with this KFC. The chicken had been really small on many occasions however, but it mostly because the grilled pieces shrink up during the 'grilling'. I've been meaning to check other KFCs to see if this was the common trend.

If you get coupons in the mail, this place has no problem with using them. Ask for the coupon back after you've used it to use it throughout the month. I've had it taken from me before, but three out of four isn't too bad.

This place is a Taco Bell/KFC locations so be sure to specify which order number you call out
","George Z.
","San Francisco, CA
",3
"
Manager is nice. Love the renovation that was done. I ordered 4 tacos and they filled the tacos to the brim, unlike some kfc/taco bell locations.
",Alisha K.,"
San Francisco, CA
",5
"OMG ... Used coupon for our KFC dinner.. Buy one get one free.. Boneless with side of fries n biscuit ...!!! The small pieces of meat hahaha!!!  $7.75 for reg price I wouldn't buy ever..!!!!  I rather buy the week specials is way better then this..!!
","Crisy G.
","San Francisco, CA",1
"
A KFC with no drive through and a small lot is an unhappy KFC.
It always pains me to give KFC a low review because this is one of my favorite food..ever! No shame. But this KFC is located in a sometimes sketchy area. Lines can get long. Chicken pieces are super tiny. Chicken strips are very hard and dry. 50% of the time they mess up your order somehow and you end up going home with a :( face because your $5 box is missing a biscuit..or cookie...
The pain. Except for the Tuesday 2 pieces for $1.99 deal, I wouldn't recommend coming here. Although props to the workers for dealing with some very difficult customers at time. Oh, and you can get Taco Bell food here too.
Fried Chicken and Tacos...not sure about the combo.
",Ting Jung L.,"
San Francisco, CA
",2
"
I'm being generous here - this is a sketchy KFC/Taco Bell.  It's not the best neighborhood, and I've come out to see people casually circling my car looking for a quick way in.  The food is OK - standard KFC fare.  I've never gotten raw or undercooked chicken.  But if I'm risking my car's life, it should probably be for something better than a Doublicious sandwich.
","Foodbag B.
","
San Francisco, CA",3
"
I absolutely enjoy eating out here and I am greatly appreciative for their service. Mr. Roberto is an awesome guy... My name is Howard L. Reed Jr and I authorize this post.",Howard L R.,"
Oakland, CA
",5
"

Chicken in KFC is good come and eat and enjoy what you eat. This is the place where my family went as I grow up we always come and enjoy eating
",Brylle T.,"
San Francisco, CA",4
"
The service here is horrible. the place smells, it's dirty and I am not sure why this is considered food... it's not.
",Princess P.,"
San Francisco, CA",1
"
Service was prompt and friendly, and items came quickly. Can't complain about their $5 fill-ups.
",Albert H.,"
Fremont, CA",4
"
Yeah I know 5 stars for KFC? Well...here is why. I used go to the Ocean Ave. KFC but I ended up at this branch by accident one night and thank goodness for that. First of all the first night we went in they not only did they get our entire order right and complete (something you really have to watch out for especially at the Taraval St. location) but they gave us a little extra. I won't say what for fear that heads could roll. We noticed how much better the chicken tasted. Sometimes chicken from KFC looks like it got beat with a hammer, broken bones, all ripped up. Well we got fresh, whole, large pieces. Also when we went in to the location we saw how well lit the kitchen was. All lit up. I swear if you go to the Ocean Ave. location the kitchen is so dark. They look like they are having séances back there. Not only was the place well lit but I noticed that they had received a 100% on their health inspection. And if that wasn't enough the staff. The staff is so competent. They know what they are doing and some of them have been there for a long time. They are friendly, competent, the orders are complete, and nothing is too much trouble for them. We drive  quite a ways out of our way to get to this pleasant chicken provider.  We  also have finally figured out what to order from KFC. We don't mess with the legs or thighs. We only order the breasts. They cost a dollar more but they are as big as two thighs and they are not as greasy. They taste SOOOO much better than the other. They also have two large flat screens that are always playing sports. Well that's about it. Give this place a try
",Hope C.,"
San Francisco, CA
",5
"This woman needs a raise, and probably has deserved it for a long time now. Today is Wednesday, I called Monday because a large office was craving a large KFC order for today. Believe it or not, door dash limits your KFC order to under 100$ and their order was $106. In order to please this office, I wanted to go above and beyond and deliver it myself. She assured me she could do it but needed an hour heads up. I called 10 minutes before they opened (11am) Wednesday and she answered. I was blown away. The order was ready within the hour. While I waited inside KFC for them to bag the order, I was extremely impressed with her ability to put her customers in line from behind the counter. Kept everyone 6 ft apart and on their respective black lines. I don't go to fast food restaurants frequently, but I would return to this KFC. I wish I could tip her but the best thing I could do was show how much I appreciated her hard work and work ethic. She cares about her job, she cares about the food,5!3 cleanliness and the customers. I wish I got her name, but you'll know who I am talking about as soon as you walk in.
",Sophie F.,"
Honolulu, HI
",5
